gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,0,0,26,1,2,0,0,0,0,0,0,2,2,1,0,60.76,1619.88,0
1,0,0,0,13,1,0,0,2,2,0,0,0,2,2,1,0,75.73,970.12,0
0,0,0,1,14,1,2,2,1,1,1,1,1,1,1,0,2,25.72,364.98,0
1,0,0,0,37,1,0,1,0,0,0,0,2,0,2,1,3,86.94,3240.45,0
0,0,0,0,18,1,0,1,2,0,2,2,0,0,0,1,3,55.25,988.71,0
1,0,0,1,25,1,0,1,0,0,0,0,2,0,0,1,3,59.36,1467.71,0
0,0,1,0,27,0,1,0,0,0,2,2,0,2,2,0,2,54.25,1494.81,0
1,0,0,1,36,1,2,1,2,0,2,0,2,2,0,1,2,72.83,2588.61,1
0,0,0,1,53,1,2,1,0,0,0,0,0,2,1,1,0,63.06,3345.57,1
0,0,0,1,24,1,2,1,0,0,0,0,0,0,0,1,0,87.42,2086.69,1
1,0,0,1,20,0,1,2,1,1,1,1,1,1,0,0,2,18.25,375.67,1
0,0,0,0,49,1,2,0,0,2,0,2,0,2,0,0,2,75.64,3691.46,1
0,0,0,0,8,1,2,0,0,0,0,0,2,2,1,0,3,78.64,627.05,0
0,0,1,0,20,1,0,1,0,2,0,0,0,0,0,1,3,75.75,1486.8,1
0,0,1,1,49,1,2,0,0,0,0,0,0,0,1,0,0,71.55,3508.43,0
1,0,0,0,67,1,0,0,0,2,0,0,2,2,2,1,1,84.6,5654.46,0
0,0,1,1,31,1,0,2,1,1,1,1,1,1,0,1,2,31.21,944.33,0
1,0,0,0,32,1,0,0,2,2,0,0,0,0,0,1,3,52.14,1645.16,1
1,0,1,0,38,1,0,1,0,0,0,0,0,2,0,0,2,83.1,3147.56,1
1,0,0,1,17,1,0,1,2,2,2,0,0,0,2,1,1,84.74,1445.64,0
1,0,1,0,31,1,0,0,2,0,0,0,2,0,2,1,2,83.55,2614.03,0
0,0,1,0,56,1,2,0,0,0,0,2,0,0,1,0,2,56.15,3136.57,0
0,0,1,1,14,1,2,1,2,0,0,0,2,0,2,1,3,86.38,1228.18,0
1,0,0,1,39,1,2,1,0,2,0,0,0,0,1,1,3,73.54,2881.74,1
0,0,0,0,64,1,0,2,1,1,1,1,1,1,0,1,2,27.05,1719.08,0
0,0,1,1,39,1,0,0,0,0,0,0,0,2,0,1,2,64.42,2486.7,1
0,0,1,0,20,1,0,0,0,0,0,2,0,0,2,1,1,52.8,1027.04,0
1,0,0,0,63,1,0,1,0,0,0,0,0,0,1,0,3,83.08,5244.88,0
0,1,0,0,10,1,2,0,0,0,0,2,0,0,2,1,0,51.97,533.58,0
1,0,1,0,65,1,2,2,1,1,1,1,1,1,0,1,0,28.25,1842.86,0
1,1,0,0,7,0,1,0,2,0,0,2,0,0,0,0,1,69.72,480.17,1
1,1,0,1,50,0,1,1,0,2,2,2,0,0,0,1,2,50.39,2516.57,1
0,0,1,0,1,1,2,1,0,0,0,0,0,2,1,0,2,88.94,104.31,1
0,0,1,0,62,1,2,1,0,2,2,0,0,0,0,0,2,64.24,3986.76,1
0,0,0,0,40,1,0,1,0,0,0,0,0,0,0,1,2,79.69,3204.02,1
1,0,0,0,0,1,2,2,1,1,1,1,1,1,1,1,1,31.53,0.0,0
1,0,1,1,48,1,2,1,0,2,2,0,0,0,1,1,0,78.52,3774.98,1
1,0,0,0,51,1,0,0,0,2,0,0,2,0,0,1,2,80.88,4147.37,0
0,0,0,0,22,1,0,0,0,0,2,0,2,2,1,1,0,93.81,2053.71,0
1,1,1,0,11,1,2,2,1,1,1,1,1,1,1,1,2,27.0,287.27,1
0,0,0,0,29,1,2,0,0,2,0,0,0,2,0,0,2,67.05,1947.44,0
0,0,0,0,24,1,2,0,0,0,0,0,0,0,0,0,1,74.54,1798.4,0
0,0,1,0,2,0,1,2,1,1,1,1,1,1,2,1,2,18.25,42.5,0
1,0,0,1,2,1,0,2,1,1,1,1,1,1,0,1,0,29.99,63.76,1
1,0,0,0,20,0,1,1,0,0,2,2,0,0,2,1,2,40.6,794.79,1
1,0,1,0,27,1,2,1,0,0,0,0,2,0,0,1,2,55.93,1518.86,0
0,0,1,0,49,1,2,2,1,1,1,1,1,1,2,0,2,27.5,1332.57,0
1,0,0,0,72,1,0,2,1,1,1,1,1,1,0,1,0,30.23,2172.04,0
0,1,1,1,60,1,0,0,2,2,0,0,2,0,0,1,1,83.56,5027.07,0
1,1,1,0,70,1,0,1,0,0,2,0,0,0,1,1,0,52.5,3658.51,0
1,0,0,0,5,1,2,0,0,0,0,0,0,2,2,1,1,95.46,480.29,1
0,1,1,0,13,1,2,0,0,0,0,0,0,0,2,1,2,54.47,700.22,0
1,1,1,0,32,1,2,1,0,0,0,0,0,0,1,1,0,81.27,2597.66,0
0,0,0,1,28,1,0,0,0,0,2,0,0,0,0,1,0,64.72,1819.01,1
1,0,0,1,44,1,0,1,0,0,0,0,0,0,2,1,1,62.83,2773.33,1
0,0,1,0,27,1,0,2,1,1,1,1,1,1,1,0,1,32.27,886.52,0
1,0,0,1,45,1,2,1,0,0,0,0,0,0,0,0,3,69.59,3126.25,0
1,0,0,0,6,1,2,0,0,0,0,2,0,0,1,0,3,78.54,489.59,1
0,0,1,0,47,1,0,2,1,1,1,1,1,1,2,1,2,25.49,1206.66,0
1,0,0,0,37,1,0,0,2,0,0,0,0,0,2,1,2,47.72,1767.54,0
1,1,1,0,6,1,0,1,0,2,2,0,0,0,0,0,3,51.0,278.63,0
0,0,1,1,30,1,2,1,0,0,0,2,0,0,0,1,0,47.39,1425.54,0
0,0,1,1,70,1,0,1,0,0,0,2,2,0,0,1,2,57.61,4035.0,0
1,0,1,1,63,1,2,2,1,1,1,1,1,1,2,1,0,32.26,1997.98,0
0,0,0,0,61,0,1,0,0,0,2,0,2,2,1,0,0,88.79,5411.68,1
0,0,0,0,16,1,0,2,1,1,1,1,1,1,0,1,3,33.01,518.3,1
1,0,1,0,65,1,0,1,0,0,0,0,0,2,0,1,0,66.39,4296.53,0
0,0,0,0,44,1,2,2,1,1,1,1,1,1,1,1,2,26.77,1200.56,1
1,0,1,1,30,1,2,1,2,0,2,0,2,0,0,1,2,75.82,2285.75,1
1,0,1,0,30,1,0,2,1,1,1,1,1,1,1,1,0,26.74,802.25,0
0,0,0,0,54,1,2,1,2,0,2,0,2,2,2,0,2,97.82,5297.83,0
0,0,0,0,17,1,0,2,1,1,1,1,1,1,0,1,3,23.32,399.41,0
1,0,1,1,48,0,1,0,0,0,0,2,0,0,0,1,3,61.68,2975.92,1
1,1,0,1,54,1,2,2,1,1,1,1,1,1,0,0,3,26.76,1460.78,0
0,0,1,0,48,1,2,1,2,2,0,0,0,2,2,1,2,65.22,3142.21,1
1,0,1,0,66,1,0,2,1,1,1,1,1,1,0,1,1,31.73,2068.4,0
1,0,0,0,48,1,0,1,2,0,0,2,0,2,0,0,1,64.76,3115.89,0
1,0,0,1,15,1,0,0,0,0,2,0,0,0,1,0,2,73.01,1115.56,0
0,1,1,0,7,0,1,2,1,1,1,1,1,1,0,0,1,18.25,108.81,1
0,0,0,0,13,0,1,0,0,2,2,0,2,0,1,1,2,58.82,772.51,0
0,0,1,0,50,1,2,0,0,2,0,2,0,0,0,1,3,45.13,2245.08,0
1,0,0,0,7,1,0,1,0,2,2,2,0,0,0,1,0,72.66,496.15,1
1,0,1,0,43,1,2,0,0,0,0,2,0,0,0,0,0,54.54,2354.3,0
1,0,1,0,13,1,0,0,2,0,0,0,0,2,0,1,2,59.23,763.4,0
1,0,0,0,70,1,2,1,0,2,0,0,0,0,0,1,3,62.9,4411.84,0
1,0,0,0,24,1,0,1,2,0,0,2,0,2,0,1,1,75.0,1810.66,1
1,0,0,0,8,1,2,2,1,1,1,1,1,1,0,1,0,27.8,232.77,1
1,0,0,1,35,1,0,1,2,0,0,0,2,0,0,1,3,91.03,3198.41,1
0,0,0,0,52,1,0,1,0,0,0,2,0,2,2,0,0,86.67,4499.41,0
0,0,0,0,70,0,1,2,1,1,1,1,1,1,2,0,2,18.25,1273.92,0
0,0,0,1,1,1,0,0,0,2,2,0,2,0,1,0,1,63.05,61.7,0
1,0,1,0,64,1,2,1,2,0,2,0,0,0,0,0,2,83.09,5308.61,0
1,1,1,0,41,1,0,0,2,0,2,2,2,0,2,1,2,69.47,2837.5,0
0,0,1,1,56,1,0,0,0,0,2,2,0,2,2,0,2,58.66,3280.85,0
1,0,0,1,26,1,0,1,0,2,0,0,2,2,0,0,2,102.64,2677.18,1
1,0,1,1,59,1,2,0,2,2,0,0,2,0,2,0,3,59.2,3487.87,0
1,0,1,0,71,1,0,0,0,0,0,2,2,0,2,1,0,69.22,4899.06,0
1,0,1,0,42,0,1,1,0,0,2,0,0,2,0,1,3,72.84,3061.15,0
1,0,1,0,45,1,0,0,0,0,0,0,2,0,1,1,1,81.86,3669.69,0
1,0,1,0,24,1,2,1,0,2,2,0,0,0,0,1,3,58.49,1408.11,1
0,0,1,0,33,1,0,0,0,0,2,0,2,0,0,1,3,80.7,2656.27,1
1,0,0,0,59,1,2,1,0,2,0,0,0,0,2,1,0,49.51,2896.01,0
0,0,0,0,16,1,2,0,2,2,2,0,0,2,1,1,2,67.68,1075.61,0
1,0,0,0,27,1,2,2,1,1,1,1,1,1,0,0,3,26.08,711.9,0
0,1,0,0,3,1,2,2,1,1,1,1,1,1,0,1,0,23.38,65.83,1
0,0,0,0,62,1,2,1,0,2,0,0,2,0,1,1,0,60.71,3758.4,0
1,0,0,0,56,1,0,1,0,0,2,2,0,0,0,1,0,53.32,2971.86,1
0,0,1,0,33,1,0,0,0,0,2,0,0,2,1,1,3,78.37,2601.93,0
0,0,0,1,23,1,2,1,0,2,0,0,0,0,2,0,0,79.07,1830.34,0
1,0,1,0,23,1,2,1,0,2,0,0,2,0,2,1,0,70.24,1627.57,0
0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,73.85,86.01,1
0,0,1,0,12,0,1,1,0,0,0,2,2,0,0,1,0,70.78,833.11,1
1,1,1,0,62,0,1,1,2,2,0,0,2,2,0,1,2,78.05,4841.59,0
0,0,0,1,16,1,2,1,0,0,2,0,2,0,1,0,0,61.27,985.21,0
0,0,0,0,51,1,2,0,0,2,0,0,0,0,0,1,3,49.41,2507.67,0
0,0,0,1,50,1,0,1,0,2,2,2,0,0,0,1,0,74.47,3722.12,0
0,0,1,1,39,0,1,0,0,0,2,2,0,0,0,1,1,56.99,2204.11,0
0,1,1,0,19,1,0,2,1,1,1,1,1,1,0,1,2,29.69,580.73,1
0,0,1,0,12,0,1,0,2,0,0,0,2,0,2,0,2,63.9,775.53,0
1,0,0,0,70,1,0,0,0,2,0,2,2,0,2,1,3,69.46,4841.97,0
0,0,0,0,49,1,0,1,0,0,2,2,0,0,0,0,2,84.33,4127.9,0
1,0,1,0,7,1,2,0,0,0,2,0,0,0,0,1,2,68.72,475.17,1
0,0,0,0,1,1,0,0,2,2,0,0,0,2,0,1,0,74.81,85.07,1
1,0,1,0,51,0,1,1,2,0,0,0,0,0,0,0,0,42.19,2158.9,1
1,0,1,0,62,1,2,2,1,1,1,1,1,1,2,0,1,26.19,1614.3,0
1,0,0,0,58,1,0,2,1,1,1,1,1,1,2,0,3,30.34,1743.68,0
1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,1,3,29.04,462.9,1
1,0,1,1,9,1,0,2,1,1,1,1,1,1,1,1,3,28.04,245.92,0
0,0,1,0,26,1,0,0,2,0,0,0,0,0,1,1,1,77.72,1996.13,0
0,0,0,0,23,1,0,1,0,0,0,0,0,2,0,0,3,64.71,1482.99,1
1,1,1,0,34,1,2,0,0,0,2,2,2,2,1,0,0,100.49,3432.89,0
0,1,1,1,36,1,0,1,0,0,0,0,0,2,0,0,2,82.51,2966.3,1
1,0,0,1,2,1,0,2,1,1,1,1,1,1,0,1,1,25.63,58.53,0
1,0,0,0,33,1,2,0,0,0,0,0,0,2,2,1,2,90.11,2996.16,0
1,0,0,0,18,0,1,2,1,1,1,1,1,1,0,0,1,18.25,315.39,0
1,0,0,1,47,1,2,0,0,2,0,2,0,2,1,1,3,74.32,3522.15,0
0,0,0,1,23,1,2,1,0,0,2,0,0,0,1,1,1,74.15,1708.81,1
0,0,0,1,23,1,0,1,0,0,0,2,2,0,0,0,3,87.02,1996.86,1
1,1,0,0,50,1,0,0,0,0,2,0,2,2,1,0,2,95.49,4775.83,0
1,0,0,0,42,0,1,1,0,2,2,0,0,2,0,1,2,71.12,2996.72,1
0,0,1,0,39,1,2,1,0,2,2,0,0,0,1,1,3,72.18,2822.63,1
1,0,0,0,29,1,2,0,2,0,0,0,0,2,0,0,2,80.76,2331.73,1
